Gender,Age,Weight,Height,Leg_Length,Arm_Length,Arm_Circum,Waist
0,325,71.8,166,40.1,36,29.5,91.6
1,325,75.1,178,42.5,40.6,32.5,88
1,325,85.3,185,42.8,40,35.2,89.7
1,325,79.3,182,45,39.9,32.4,85
0,325,89.6,175,47,38.4,33.1,102
0,326,65.3,146,33.1,32,27.5,105.7
0,327,67.4,164,36.5,34.1,29.9,81.1
0,327,55.8,158,37.2,33.5,25.1,80.8
1,327,75.8,159,38.1,35,32.3,94.4
1,327,71.7,167,38.7,38,35.2,84.2
1,327,133,177,40,40,44.6,133.4
1,327,81.2,166,41.3,39,38,88.6
1,327,80.6,180,41.5,41,32.8,84.3
1,327,85.5,176,41.6,37.2,34.5,98.4
1,327,92.6,184,43.3,41.6,33.1,96.7
1,327,68.9,182,46.4,41,28.9,75.3
0,328,56.9,154,33.9,34.2,28.3,82.1
0,328,59.8,165,39.5,34.6,29.5,80.4
1,328,110.6,168,39.6,38.2,39.9,123
0,328,103.8,171,40.1,38.3,39.9,105.4
1,328,63.7,178,40.5,36.8,28.9,73.5
1,328,67.1,180,40.6,38.3,26.4,80.2
0,328,86.8,175,41.7,38.8,35.1,91.8
1,328,80.4,176,43,39.2,30.5,91.6
1,329,68.9,169,37.6,35,32.2,79
1,329,82.7,168,38.6,38.3,33.1,100.2
1,329,92.8,174,39.4,41.6,38.5,111.5
1,329,88.3,177,40.1,37.3,34.6,98.8
1,329,97.1,175,40.9,40.9,34.6,99.4
1,329,100.9,184,48.2,41.5,34.9,97
0,330,49,152,37.4,33.2,24.7,71.8
1,330,195.8,183,38,42.8,50,163
1,330,72.6,171,38.5,38.4,33,88.3
1,330,57.4,172,39.5,35.9,27.6,73.7
1,330,73,184,43.6,39.2,29.6,88.8
0,331,49.4,153,32.6,32.5,26,81.3
0,331,50.2,160,37,33.3,24,74.3
1,331,63.5,152,37.5,34,32,88.5
1,331,61,169,40.4,37.5,27.4,77.7
0,331,73.9,165,40.6,36.5,34.2,83.5
1,331,91.6,174,41,38,35.9,96.9
1,331,70.2,171,41.3,36,29,89.2
1,331,80.5,185,42.8,41.5,30.4,84.9
1,331,58.8,180,44.3,38.4,25.5,70.5
0,332,61.8,153,37,32,30.4,86.5
0,332,49.2,166,39,35,22.3,71.5
0,332,96,162,39,37.4,35.6,95
0,332,99.2,157,39.9,37,38,115.5
1,332,67.1,169,40,37,29.9,82.9
1,332,66.3,166,40.4,37,31.8,82.9
1,332,78.1,180,41,39.5,34,86.8
1,332,91.4,190,42.6,40.7,31.9,96.5
1,332,109.5,189,44.1,43.4,36.6,103.5
1,332,89.8,173,45.1,43,38.6,99.2
1,332,106.7,176,45.6,39,39.2,109
0,333,81.5,149,30.1,33.7,33.5,97.5
0,333,115.6,162,36,34.5,43.2,117.2
1,333,70.4,160,36.3,33.5,32.3,89.2
0,333,51.8,160,38.8,36.5,26,74.2
1,333,80.9,185,45.1,40,32,76.5
1,334,80.9,169,37.7,37.5,37.5,91.5
0,334,67.4,162,37.9,35.8,30.8,84.5
1,334,64.6,165,38.3,34.3,29.9,83
0,334,110.1,165,38.5,37.6,36.8,135.9
1,334,75.1,168,39.2,37.5,32,93.6
1,334,107.8,168,42.2,39,40.1,118.1
0,334,85.8,165,42.6,36.3,33.4,95.7
1,334,69.1,178,43.5,41.4,29,79
1,334,81.9,176,44,39.7,33.5,86.9
1,334,72,186,44.5,41.6,30.9,78.4
0,335,45.2,141,31.9,29.6,26,70.4
1,335,67.2,165,38.4,35.7,29.9,86.9
1,335,109.4,168,39.3,38.6,42,119
1,335,77.4,166,39.6,38.2,33.2,92.9
0,335,79.9,162,40.9,37.1,34,102.7
0,335,78.6,164,43.1,37,34.8,100
1,335,135.3,183,44.7,40.7,46.7,127.8
1,335,111.4,189,45.8,45.1,36.9,106.5
1,335,82.9,188,49.3,43,30.4,88.4
0,336,58.8,163,35,35,26.9,74.8
0,336,70.4,160,38.5,34,31.6,83.2
1,336,128.6,184,45.1,42,41.8,128.4
1,336,90.4,188,47,42.6,33.4,90.6
0,337,81,172,37.5,36.1,33.7,89.5
0,337,60.3,162,39.3,33.2,28.7,84
1,337,91.3,170,39.4,37,36.1,98.1
1,337,64.4,173,40.8,37.5,28.5,80.4
0,338,110.6,167,38.4,38.4,42.2,129.5
1,338,62.6,183,38.6,36,26.8,69.2
1,338,65.4,172,42.4,35.6,32.2,75
0,338,137.6,169,42.5,35,48.6,140.2
1,338,115.3,190,49.2,44.6,38.6,113.2
0,339,68.7,161,35.5,35.5,29.9,91.9
0,339,104.9,158,35.6,36.2,41.5,129.1
0,339,122.7,163,37.1,38.5,43,134.5
1,339,96.5,174,42.4,37.8,38,98.3
1,339,103.1,182,44,43,36.2,104.2
0,339,110.7,171,47.7,38.7,40,126.2
1,339,110.1,188,55.5,42,42.5,102.9
0,340,65.4,156,33.8,33.6,29.9,91.2
0,340,72.4,155,36.5,33.3,33,94.3
1,340,69.9,157,37.4,35.9,33.6,90.4
0,340,52.8,162,39,35.4,25.5,67.8
1,340,73,170,40.7,36,31.4,81
1,340,69.3,174,41.1,37.2,30.9,78.8
1,340,65.7,175,43,40,28,77.4
1,340,85.7,173,44,36.2,35.4,92.2
0,341,52.8,154,34.8,33.7,26.7,76.5
0,341,76.6,175,42,41,30.8,93.8
1,341,97.2,181,44,41.7,38.3,103.5
0,342,52.1,145,33.8,33,28.1,77.4
1,342,58,164,36.3,34.9,27.7,76.5
0,342,69.2,177,40.4,39,29.2,88.2
1,342,88.4,181,42.3,41.1,36.2,100.7
0,343,57,164,37.7,33.9,27.9,75.6
0,343,69.5,158,37.8,33.4,30.5,89.4
0,343,89.7,166,40,36,33.2,116.5
0,343,68.1,157,41,34.4,32.3,86
1,343,118.5,172,41,38.4,43.4,123.1
0,343,68.5,158,42,34.5,32.5,86.8
1,343,70,171,42.1,37.8,34.6,87
1,343,81.9,183,45,40.3,34.2,81.2
1,344,64.5,166,36,35.5,30.1,87.6
0,344,78.6,165,38.5,37.4,33.8,86.6
1,344,66.3,164,40.9,35.7,30.6,88
0,344,75.1,171,41.1,37.2,28.7,96.6
1,344,84.7,164,41.6,37.2,34.6,104.6
1,344,66.3,175,41.9,38.8,33,75.7
1,344,107.4,185,42.6,43.2,36.4,105.8
0,345,43.5,150,30.6,32,24.9,70
0,345,50.7,169,36.7,36.4,25.8,74.8
0,345,120,168,37,39,42.9,131.8
1,345,78.1,161,37.7,36.9,35.6,97.4
1,345,98.8,175,39.2,39.7,35.5,104
0,345,56.8,170,40.1,36.8,25.4,77.7
1,345,87.3,191,41.4,37.3,39,88.1
1,345,98.9,179,44.7,41.3,38.8,108.1
1,345,80.6,189,51.4,41.2,32.4,82.7
0,346,67.2,161,36.9,37,31.5,95.4
0,346,65.2,167,40,36,29.4,82.9
1,346,107,177,40.9,38.5,40,108
1,346,87.2,166,42,36.6,35,105.5
0,346,85.6,165,45.5,38.5,34,98.5
0,346,113,174,45.6,41.7,37,117
0,347,120.3,165,32.9,36.5,45.2,136.4
0,347,52.4,152,35,36,27.7,78.3
0,347,78.5,152,35.7,32,31.7,97.2
0,347,48.3,152,36,33,25.8,70
1,347,54.3,157,37.8,33.7,29,73
1,347,76.5,173,41.1,38.2,33.4,90
1,347,75,178,41.5,38.4,31.1,85.3
0,348,53.5,160,35,37.6,25.8,75
0,348,50.9,158,36.5,33.8,26.1,75.2
0,348,107,166,37.1,37.3,42.1,112.2
1,348,70.4,160,37.2,38.2,30.2,88.3
1,348,59.7,161,38,34,28,79.9
1,348,81.5,178,39.1,35.4,32.7,94.8
0,348,60.3,169,39.4,37.1,26,82.9
0,348,77,179,40.9,39,29.2,87.5
1,348,98.4,185,41.7,38.7,38.5,94.9
0,349,84.3,151,34.1,33.7,34.6,110.2
0,349,78.5,153,36.6,34.2,37.6,104.2
0,349,52.6,157,37.3,32.2,23.9,74.1
0,349,81.4,169,38,38,30.3,103.7
0,349,53.7,168,38.5,38,26.2,72.9
0,349,65.4,167,39.6,37,31.2,89
1,349,82.7,171,39.9,38.5,33,98.6
1,349,140.6,185,40.1,39.2,41.2,139.2
1,349,65.6,168,40.3,36.3,30.4,80.1
1,349,95.8,181,41.6,39.5,34.9,99.5
